"","symbol","date","returns"
"114","GOOGL",2019-09-30,0.0257112254662835
"115","GOOGL",2019-10-31,0.0308400621856617
"116","GOOGL",2019-11-29,0.0359786425461126
"117","GOOGL",2019-12-31,0.0270687221896775
"118","GOOGL",2020-01-31,0.0697257803583073
"119","GOOGL",2020-02-28,-0.0652787079013648
"120","GOOGL",2020-03-31,-0.132387566921785
"121","GOOGL",2020-04-30,0.158999963673995
"122","GOOGL",2020-05-29,0.064468754851837
"123","GOOGL",2020-06-30,-0.0107915974553323
"124","GOOGL",2020-07-31,0.0492929724513553
"125","GOOGL",2020-08-31,0.0951511022967195
"126","GOOGL",2020-09-30,-0.100599590116544
"127","GOOGL",2020-10-30,0.102695149743916
"128","GOOGL",2020-11-30,0.0855696953075875
"129","GOOGL",2020-12-31,-0.00100319709069963
"130","GOOGL",2021-01-29,0.0426328107087068
"131","GOOGL",2021-02-26,0.1064650920437
"132","GOOGL",2021-03-31,0.0200849619009309
"133","GOOGL",2021-04-30,0.14107983300933
"134","GOOGL",2021-05-28,0.0014234535797748
"135","GOOGL",2021-06-30,0.0360396026340748
"136","GOOGL",2021-07-30,0.103506028758929
"137","GOOGL",2021-08-31,0.0740091666649598
"138","GOOGL",2021-09-30,-0.0761692270883367
"139","AAPL",2016-01-29,-0.0760323917078856
"140","AAPL",2016-02-29,-0.00128764179823859
"141","AAPL",2016-03-31,0.127210531519919
"142","AAPL",2016-04-29,-0.13992088293423
"143","AAPL",2016-05-31,0.0717729953169672
"144","AAPL",2016-06-30,-0.0426599497978295
"145","AAPL",2016-07-29,0.0900629090380445
"146","AAPL",2016-08-31,0.023652009170648
"147","AAPL",2016-09-30,0.0655040357211785
"148","AAPL",2016-10-31,0.00433438583587042
"149","AAPL",2016-11-30,-0.0216008638722747
"150","AAPL",2016-12-30,0.0479551727291556
"151","AAPL",2017-01-31,0.0477465244582866
"152","AAPL",2017-02-28,0.133777663301281
"153","AAPL",2017-03-31,0.0486898032341601
"154","AAPL",2017-04-28,-6.97894745943506e-05
"155","AAPL",2017-05-31,0.0678073684299381
"156","AAPL",2017-06-30,-0.0572138274344938
"157","AAPL",2017-07-31,0.0327037105261121
